"Numero";"Edad";"Genero";"EstadoCivil";"NivelEducativo";"paisPregunta";"Provincia";"SituacionLaboral";"CondicionLaboral";"RubroLaboral";"Estabilidad";"ClaseSocial";"CoberturaMedica";"PersonasACargo";"Vivienda";"Ahorros";"Inversiones";"Alineacion";"Religion";"Vehiculo";"Television";"Internet";"Fuma";"Crisis";"ganancia1_final";"ganancia1_anterior";"ganancia1_recorrido";"ganancia2_final";"ganancia2_anterior";"ganancia2_recorrido";"ganancia3_final";"ganancia3_anterior";"ganancia3_recorrido";"perdida1_final";"perdida1_anterior";"perdida1_recorrido";"perdida2_final";"perdida2_anterior";"perdida2_recorrido";"perdida3_final";"perdida3_anterior";"perdida3_recorrido";"mix1_final";"mix1_anterior";"mix1_recorrido";"mix2_final";"mix2_anterior";"mix2_recorrido";"mix3_final";"mix3_anterior";"mix3_recorrido";"cambiarRespuesta"
"33";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"No";"Moneda extranjera";"Izquierda";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"3 o más";"10";"7";"NO|NO|NO|NO|SI|";"1532";"1563";"SI|SI|NO|NO|NO|";"3437";"3125";"NO|NO|SI|NO|SI|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"1";"1";"NO|NO|NO|NO|NO|";"51";"99";"NO|NO|NO|NO|NO|";"104";"206";"NO|NO|NO|NO|NO|";"No"
"34";"55 a 64";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Galeno";"1";"Propietario";"Si";"Moneda extranjera";"Derecha";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"Si";"3 o más";"196";"193";"SI|SI|SI|SI|SI|";"1906";"1937";"SI|SI|SI|SI|NO|";"9687";"9375";"NO|SI|SI|SI|SI|";"22";"19";"SI|SI|SI|NO|NO|";"94";"63";"SI|SI|SI|SI|NO|";"313";"625";"SI|SI|SI|SI|SI|";"381";"375";"SI|SI|SI|SI|SI|";"3781";"3721";"SI|SI|SI|SI|SI|";"18761";"18464";"SI|SI|SI|SI|SI|";"No"
"35";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Alquila";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"1";"46";"43";"NO|NO|SI|SI|SI|";"218";"187";"NO|NO|NO|SI|SI|";"937";"625";"NO|NO|NO|NO|SI|";"190";"193";"NO|NO|NO|NO|SI|";"1968";"1937";"NO|IN|IN|IN|IN|";"19687";"19375";"IN|IN|IN|IN|IN|";"85";"84";"SI|SI|SI|SI|SI|";"210";"216";"SI|IN|IN|IN|IN|";"951";"927";"SI|NO|NO|SI|SI|";"No"
"36";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Inseguro";"Clase alta";"OMINT";"0";"Alquila";"Si";"Acciones";"Derecha";"Judaísmo";"Tengo 1";"Si";"Wifi por cable";"Ocasionalmente";"1";"146";"143";"SI|NO|SI|SI|SI|";"1468";"1437";"SI|NO|SI|SI|SI|";"14063";"14375";"SI|NO|SI|SI|NO|";"78";"81";"SI|NO|NO|SI|SI|";"532";"563";"SI|NO|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"139";"135";"NO|SI|SI|SI|SI|";"1405";"1360";"NO|SI|SI|SI|SI|";"14665";"15109";"SI|NO|NO|NO|NO|";"No"
"37";"25 a 34";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Otros";"Registrado (trabajo en blanco)";"Sector público";"Inseguro";"Clase media";"Otras";"1";"Alquila";"No";"Ninguno";"Izquierda";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"Si";"2";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"2";"2";"NO|NO|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"38";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"2";"46";"43";"NO|NO|SI|SI|SI|";"782";"813";"NO|SI|SI|NO|NO|";"6563";"6875";"NO|SI|NO|SI|NO|";"46";"43";"SI|SI|NO|NO|NO|";"282";"313";"SI|SI|NO|SI|SI|";"10313";"10625";"NO|SI|SI|SI|SI|";"69";"70";"SI|SI|NO|NO|NO|";"426";"450";"NO|SI|NO|NO|NO|";"3572";"3781";"NO|SI|NO|NO|NO|";"Si"
"39";"35 a 44";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Galeno";"2";;"No";"Ninguno";"Derecha";"Catolicismo";"Tengo 2";"Si";"Wifi por cable";"Si";"3 o más";"46";"43";"IN|IN|SI|SI|SI|";"32";"63";"NO|IN|IN|IN|IN|";"313";"625";"NO|IN|IN|IN|IN|";"196";"193";"IN|IN|IN|IN|IN|";"1968";"1937";"IN|IN|IN|IN|IN|";"19687";"19375";"NO|IN|IN|IN|IN|";"25";"26";"NO|SI|IN|IN|IN|";"37";"38";"NO|SI|SI|IN|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"40";"25 a 34";"Masculino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Swiss Medical";"0";"Alquila";"Si";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"No";"2";"46";"43";"NO|NO|SI|SI|SI|";"906";"937";"NO|SI|SI|SI|NO|";"6563";"6875";"NO|SI|NO|SI|NO|";"122";"119";"NO|SI|SI|NO|NO|";"1218";"1187";"NO|SI|SI|NO|NO|";"12813";"13125";"NO|SI|NO|SI|SI|";"17";"18";"NO|NO|SI|SI|NO|";"261";"289";"NO|NO|SI|NO|NO|";"1892";"2101";"NO|NO|SI|NO|NO|";"Sin respuesta"
"41";"25 a 34";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Swiss Medical";"0";"Alquila";"No";"Plazo fijo";"Derecha";"Cristianismo evangélico";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"Ocasionalmente";"2";"146";"143";"SI|NO|SI|SI|SI|";"1468";"1437";"SI|NO|SI|SI|SI|";"12187";"11875";"SI|NO|NO|SI|SI|";"184";"181";"NO|NO|NO|SI|IN|";"468";"437";"SI|SI|NO|NO|NO|";"5313";"5625";"SI|NO|SI|SI|SI|";"157";"153";"SI|NO|NO|NO|SI|";"1589";"1544";"SI|NO|NO|NO|SI|";"16166";"15791";"SI|NO|SI|NO|SI|";"No"
"42";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"3 o más";"4";"7";"NO|NO|NO|NO|NO|";"468";"437";"NO|NO|SI|SI|SI|";"2187";"1875";"NO|NO|NO|SI|SI|";"46";"43";"SI|SI|NO|NO|NO|";"906";"937";"SI|NO|NO|NO|SI|";"9687";"9375";"SI|NO|NO|NO|NO|";"2";"2";"IN|IN|IN|IN|IN|";"297";"311";"NO|SI|NO|SI|NO|";"573";"636";"NO|NO|SI|NO|NO|";"Sin respuesta"
"43";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"Si";"Moneda extranjera";"Izquierda";"Sin respuesta";"Tengo 1";"Si";"Wifi por fibra óptica";"No";"1";"28";"31";"NO|NO|SI|IN|IN|";"32";"63";"NO|NO|NO|IN|IN|";"937";"625";"NO|NO|NO|NO|SI|";"60";"57";"SI|NO|SI|SI|NO|";"656";"687";"SI|NO|SI|NO|SI|";"5313";"5625";"SI|NO|SI|SI|SI|";"34";"34";"SI|IN|NO|SI|SI|";"27";"28";"NO|SI|NO|NO|NO|";"855";"831";"SI|NO|NO|NO|SI|";"Si"
"44";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"2";"46";"43";"NO|NO|SI|SI|SI|";"844";"813";"NO|SI|SI|NO|SI|";"6563";"6875";"NO|SI|NO|SI|NO|";"10";"7";"SI|SI|SI|SI|NO|";"406";"437";"SI|SI|NO|NO|SI|";"4063";"4375";"SI|SI|NO|NO|SI|";"9";"8";"NO|NO|NO|SI|SI|";"856";"881";"SI|NO|NO|NO|NO|";"1470";"1261";"NO|NO|NO|SI|SI|";"Sin respuesta"
"45";"Mayores a 65";"Femenino";"Divorciado/a o viudo/a";"Secundario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Jubilado/a o pensionado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Obra social";"3 o más";"Alquila";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"3 o más";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"2";"2";"NO|NO|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"46";"35 a 44";"Femenino";"Divorciado/a o viudo/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Sin respuesta";"Clase baja";"Otras";"3 o más";"Alquila";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"3 o más";"4";"7";"IN|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"2";"2";"NO|NO|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"47";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"No";"Moneda extranjera";"Derecha";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"2";"96";"93";"NO|SI|SI|SI|SI|";"968";"937";"NO|SI|SI|SI|SI|";"7187";"6875";"NO|SI|NO|SI|SI|";"46";"43";"SI|SI|NO|NO|NO|";"968";"937";"SI|NO|NO|NO|NO|";"10313";"10625";"NO|SI|SI|SI|SI|";"182";"180";"SI|SI|SI|SI|SI|";"803";"774";"NO|SI|SI|NO|SI|";"5053";"4834";"NO|SI|NO|SI|SI|";"No"
"48";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Propietario";"Si";"Plazo fijo";"Derecha";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"Ocasionalmente";"1";"190";"193";"SI|SI|SI|SI|NO|";"1968";"1937";"SI|SI|SI|SI|SI|";"19063";"19375";"SI|SI|SI|SI|NO|";"196";"193";"IN|IN|IN|IN|IN|";"1032";"1063";"NO|SI|SI|SI|SI|";"17813";"18125";"NO|NO|IN|SI|SI|";"200";"205";"SI|NO|NO|NO|NO|";"2013";"2074";"SI|NO|NO|NO|NO|";"19821";"20421";"SI|NO|NO|NO|NO|";"No"
"49";"18 a 24";"Femenino";"Soltero/a";"Secundario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Galeno";"0";"Propietario";"Si";"Moneda extranjera";"Izquierda";"Cristianismo evangélico";"Tengo 1";"Si";"Wifi por cable";"No";"0";"10";"7";"NO|NO|NO|NO|SI|";"156";"187";"NO|NO|NO|SI|NO|";"313";"625";"NO|NO|NO|NO|NO|";"116";"119";"NO|SI|SI|NO|SI|";"406";"437";"SI|SI|NO|NO|SI|";"4063";"4375";"SI|SI|NO|NO|SI|";"1";"1";"IN|IN|IN|IN|IN|";"8";"13";"IN|IN|IN|IN|IN|";"17";"31";"IN|IN|IN|IN|IN|";"Sin respuesta"
"50";"35 a 44";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"OSDE";"0";"Propietario";"No";"Moneda extranjera";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"2";"4";"7";"NO|NO|NO|IN|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"46";"43";"SI|SI|NO|NO|IN|";"468";"437";"SI|SI|IN|IN|IN|";"15313";"15625";"IN|IN|SI|SI|SI|";"8";"8";"SI|SI|SI|SI|SI|";"51";"52";"SI|NO|NO|NO|NO|";"251";"265";"NO|SI|NO|NO|NO|";"No"
"51";"25 a 34";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Accord";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"3 o más";"190";"193";"SI|SI|SI|SI|NO|";"968";"937";"NO|SI|SI|SI|SI|";"7813";"8125";"NO|SI|SI|NO|NO|";"128";"131";"NO|SI|NO|SI|SI|";"1844";"1813";"NO|NO|NO|SI|NO|";"19063";"19375";"NO|NO|NO|NO|SI|";"200";"205";"SI|NO|NO|NO|NO|";"983";"1012";"SI|NO|NO|NO|NO|";"8218";"8467";"SI|NO|NO|NO|NO|";"Si"
"52";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"2";"96";"93";"NO|SI|SI|SI|SI|";"406";"437";"NO|NO|SI|SI|NO|";"313";"625";"NO|NO|NO|NO|NO|";"140";"143";"NO|SI|NO|NO|SI|";"1532";"1563";"NO|NO|SI|SI|SI|";"17813";"18125";"NO|NO|NO|SI|SI|";"110";"112";"SI|NO|NO|SI|NO|";"435";"448";"SI|NO|NO|NO|NO|";"543";"557";"SI|NO|NO|SI|NO|";"No"
"53";"55 a 64";"Masculino";"Divorciado/a o viudo/a";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Galeno";"1";"Propietario";"No";"Moneda extranjera";"Sin respuesta";"Sin respuesta";"Tengo 1";"Si";"Wifi por cable";"No";"3 o más";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"90";"93";"SI|NO|NO|NO|SI|";"344";"313";"SI|SI|NO|SI|NO|";"4687";"4375";"SI|SI|NO|NO|NO|";"2";"2";"NO|NO|NO|NO|NO|";"19";"20";"NO|NO|SI|SI|NO|";"75";"89";"NO|NO|NO|SI|NO|";"No"
"54";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"2";"Propietario";"Si";"Plazo fijo";"Izquierda";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"2";"146";"143";"SI|NO|SI|SI|SI|";"156";"187";"NO|NO|NO|SI|NO|";"313";"625";"NO|NO|NO|NO|NO|";"22";"19";"SI|SI|SI|NO|NO|";"718";"687";"SI|NO|SI|NO|NO|";"12187";"11875";"NO|SI|SI|NO|NO|";"41";"45";"NO|NO|SI|NO|NO|";"60";"55";"NO|NO|SI|NO|SI|";"191";"205";"NO|NO|SI|SI|NO|";"No"
"55";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Otros";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"1";"22";"19";"NO|NO|NO|SI|SI|";"906";"937";"NO|SI|SI|SI|NO|";"4687";"4375";"NO|NO|SI|SI|SI|";"66";"69";"SI|NO|SI|NO|SI|";"1032";"1063";"NO|SI|SI|SI|SI|";"5937";"5625";"SI|NO|SI|SI|NO|";"12";"12";"NO|SI|NO|NO|NO|";"491";"519";"NO|SI|NO|NO|NO|";"426";"285";"NO|NO|NO|NO|SI|";"No"
"56";"35 a 44";"Masculino";"Casado/a o viviendo en pareja";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Accord";"3 o más";"Propietario";"No";"Ninguno";"Derecha";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"3 o más";"190";"193";"SI|SI|SI|SI|IN|";"1718";"1687";"SI|SI|NO|SI|SI|";"18437";"18125";"SI|SI|SI|NO|SI|";"4";"7";"SI|SI|SI|SI|SI|";"32";"63";"SI|SI|SI|SI|SI|";"937";"625";"SI|SI|SI|SI|NO|";"372";"367";"SI|SI|SI|SI|SI|";"3349";"3296";"SI|SI|SI|SI|SI|";"18853";"19424";"SI|NO|NO|NO|NO|";"No"
"57";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"No registrado (trabajo en negr";"Sector privado";"Seguro";"Clase media";"OSDE";"0";"Propietario";"Si";"Ninguno";"Derecha";"Ateo/a o Agnóstico/a";"Tengo 1";"Si";"Wifi por cable";"No";"1";"196";"193";"SI|SI|SI|SI|SI|";"1968";"1937";"SI|SI|SI|SI|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"154";"157";"NO|IN|SI|SI|SI|";"32";"63";"SI|SI|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"285";"279";"SI|NO|SI|SI|SI|";"3843";"3782";"SI|SI|SI|SI|SI|";"9831";"10128";"SI|NO|NO|NO|NO|";"No"
"58";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por cable";"Ocasionalmente";"0";"96";"93";"NO|SI|SI|SI|SI|";"1968";"1937";"SI|SI|SI|SI|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"4";"7";"SI|SI|SI|SI|SI|";"32";"63";"SI|SI|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"100";"102";"SI|NO|NO|NO|NO|";"2013";"2074";"SI|NO|NO|NO|NO|";"14595";"14892";"SI|SI|NO|NO|IN|";"Si"
"59";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"OSDE";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"0";"4";"7";"NO|NO|NO|NO|NO|";"906";"937";"NO|SI|SI|SI|NO|";"4687";"4375";"NO|NO|SI|SI|SI|";"84";"81";"SI|NO|NO|SI|NO|";"782";"813";"SI|NO|NO|SI|SI|";"8437";"8125";"SI|NO|NO|SI|NO|";"6";"6";"SI|NO|NO|NO|NO|";"1007";"979";"SI|NO|NO|NO|SI|";"5240";"5381";"SI|NO|NO|SI|NO|";"Sin respuesta"
"60";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Ninguna";"0";"Propietario";"Si";"Moneda extranjera";"Derecha";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"1";"154";"157";"SI|SI|NO|NO|NO|";"1468";"1437";"SI|NO|SI|SI|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"154";"157";"NO|NO|SI|SI|SI|";"1468";"1437";"NO|SI|NO|NO|NO|";"17813";"18125";"NO|NO|NO|SI|SI|";"170";"166";"SI|NO|NO|NO|SI|";"1589";"1544";"SI|NO|NO|NO|SI|";"9231";"8934";"NO|SI|SI|SI|SI|";"No"
"61";"45 a 54";"Femenino";"Divorciado/a o viudo/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Galeno";"1";"Alquila";"No";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"Si";"3 o más";"154";"157";"SI|SI|NO|NO|NO|";"532";"563";"NO|SI|NO|NO|NO|";"2813";"3125";"NO|NO|SI|NO|NO|";"72";"69";"SI|NO|SI|NO|NO|";"718";"687";"SI|NO|SI|NO|NO|";"2813";"3125";"SI|SI|NO|SI|SI|";"162";"166";"SI|NO|NO|NO|NO|";"565";"582";"SI|NO|NO|NO|NO|";"3063";"3155";"SI|NO|NO|NO|NO|";"No"
"62";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Swiss Medical";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"Tengo 1";"Si";"Wifi por cable";"No";"0";"96";"93";"NO|SI|SI|SI|SI|";"968";"937";"NO|SI|SI|SI|SI|";"7187";"6875";"NO|SI|NO|SI|SI|";"178";"181";"NO|NO|NO|SI|SI|";"1594";"1563";"NO|NO|SI|SI|NO|";"17813";"18125";"NO|NO|NO|SI|SI|";"66";"64";"NO|SI|NO|SI|SI|";"683";"654";"NO|SI|NO|SI|SI|";"4175";"3956";"NO|SI|NO|NO|SI|";"No"
"63";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"No registrado (trabajo en negr";"Sector privado";"Inseguro";"Clase media";"OSDE";"0";"Alquila";"Si";"Ninguno";"Centro";"Ateo/a o Agnóstico/a";"Tengo 1";"Si";"Wifi por fibra óptica";"No";"1";"134";"131";"SI|NO|SI|NO|SI|";"1406";"1437";"SI|NO|SI|SI|NO|";"12187";"11875";"SI|NO|NO|SI|SI|";"78";"81";"SI|NO|NO|SI|SI|";"782";"813";"SI|NO|NO|SI|SI|";"12187";"11875";"NO|SI|SI|NO|NO|";"203";"207";"SI|SI|NO|NO|NO|";"1909";"1865";"SI|NO|SI|NO|SI|";"10150";"9775";"NO|SI|SI|NO|SI|";"No"
"64";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"OSDE";"0";"Propietario";"No";"Ninguno";"Izquierda";"Sin respuesta";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"No";"0";"46";"43";"NO|NO|SI|SI|SI|";"468";"437";"NO|NO|SI|SI|SI|";"2187";"1875";"NO|NO|NO|SI|SI|";"178";"181";"IN|IN|IN|SI|SI|";"1968";"1937";"IN|IN|IN|IN|IN|";"15313";"15625";"NO|NO|SI|SI|SI|";"69";"70";"SI|SI|NO|NO|NO|";"551";"537";"SI|NO|NO|SI|SI|";"3111";"3174";"SI|SI|NO|NO|NO|";"No"
"65";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Galeno";"0";"Propietario";"Si";"Moneda extranjera";"Derecha";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"Ocasionalmente";"2";"46";"43";"NO|NO|SI|SI|SI|";"468";"437";"NO|NO|SI|SI|SI|";"4063";"4375";"NO|NO|SI|SI|NO|";"84";"81";"SI|NO|NO|SI|NO|";"968";"937";"SI|NO|NO|NO|NO|";"14063";"14375";"NO|SI|NO|NO|SI|";"47";"48";"SI|NO|NO|NO|NO|";"523";"537";"SI|NO|NO|SI|NO|";"4353";"4484";"SI|NO|NO|NO|NO|";"No"
